1833460,Where can older adults find help for mental health concerns?,"Mental health concerns are a serious concern at any age, and everyone deserves help and support. If you?€?re concerned about your mental health, you can: 
 Talk to your family doctor or go to a walk-in clinic 
 Call the Mental Health Support Line at 310-6789 (no area code) for information about services in your area 
 Find your local mental health centre or program at www.gov.bc.ca/mentalhealth (you may need a doctor?€?s referral to access some programs) 
 Find your local Canadian Mental Health Association branch at www.cmha.bc.ca and ask for information about local services 
 Contact a local senior?€?s support organization or group and ask for advice. You can search for organizations at www.bc211.ca 
 For general information about senior?€?s mental health: 
 Find resources from the Canadian Coalition for Seniors' Mental Health at www.ccsmh.ca 
 Find info sheets in the Seniors and Depression Series at www.heretohelp.bc.ca/factsheet/seniors-and-depression-series 
 If you are concerned about a loved one: 
 Be honest about your concerns, like changes you?€?ve noticed or problems that have come up 
 Give your loved one a chance to talk about their perspectives. They may have a different take on the problem or have different priorities in their health care 
 Be patient?€?it will probably take more than one conversation 
 Whenever possible, aim for cooperation. Focus on finding an action or solution that everyone can agree on 
 Remember that asking for help is hard for many of us, and it can be even harder as people?€?s roles and abilities change. If your loved one isn?€?t willing to talk about their experiences with you right away, offer alternatives like the BC Mental Health Support Line (310-6789?€?no area code needed), the Seniors Distress Line (604-872-1234) or a local seniors support organization (search for organizations at www.bc211.ca) 
 Seek support to manage your expectations and your own well-being. It can be very stressful to see a loved one experience health problems. But adults who can care for themselves and aren?€?t at risk of harm are free to make their own choices?€?and that includes refusing help"
,How to find help for older adults menthal health ,
,Mental health for older adults ,
,Concerns about older adults mental health ,
,Older adults mental support,
6981545,Where can I find self-help materials for depression?,"Self-help resources are not a substitute for diagnosis or treatment. If you have concerns about low mood, it?€?s best to talk to your doctor first and rule out physical causes for your symptoms. However, once you?€?ve checked in with your doctor, self-help materials can be a great way to learn more about depression and practice different skills at your own pace or in between treatment sessions. Here are some resources to check out. 
 The Antidepressant Skills Workbook was created by two BC psychologists. You?€?ll learn more about depression, learn and practice different skills to help improve your mood, and learn how healthy changes in other parts of your life can impact your mood. They also have similar workbooks for specific groups: 
 Dealing With Depression: Antidepressant Skills for Teens 
 A workbook for people who experience problems with depression at work called Antidepressant Skills at Work: Dealing with Mood Problems in the Workplace 
 A workbook for expecting or new moms called Managing Depression: A Self-help Skills Resource for Women Living With Depression During Pregnancy, After Delivery and Beyond 
 A workbook for people who experience health problems called Positive Coping with Health Conditions: A Self-Care Workbook 
 On the HeretoHelp site, our Managing Depression series offers three info sheets: Dealing with a Diagnosis of Depression, Working With Your Doctor for Depression, and Preventing Relapse of Depression. The series helps you be an active partner in your health care, build healthy coping skills and self-management strategies, and more. 
 Often depression can affect your concentration and motivation to work through self-help materials on your own. If you?€?d like self-help materials with a bit of extra support from a person, Bounce Back: Reclaim Your Health is a guided self-help program for British Columbians who experience mild to moderate depression, low mood, stress, or anxiety. You can get a DVD of tips to help you recognize and manage symptoms of depression, or you can learn more in-depth skills in a series of workbooks you complete at home. You also work with a trained coach from the Canadian Mental Health Association who will offer support and advice by telephone or video conference. Bounce Back is free with a doctor?€?s referral. For more information, visit www.bouncebackbc.ca (If you want to access the Bounce Back materials without a coach or referral, you can do that online in BC at www.bouncebackonline.ca). 
 The Mood Disorders Association of BC has a number of videos on mental health, seeking help, and other topics 
 Kelty Mental Health Resource Centre also maintains a comprehensive list of websites, toolkits, books and other resources for young people and families 
 Heads Up Guys offer tips and strategies for healthy living strategies for men who experience depression 
 The BC Reproductive Mental Health Program of BC Mental Health and Substance Use Services has a self-management guide for women who experience postpartum depression called Coping with Depression in Pregnancy and Following the Birth. They also have a guide for Aboriginal women and their families called Celebrating the Circle of Life: coming back to Balance and Harmony 
 The follow resources are based outside of BC, but they offer a lot of good information. 
 MoodGYM Training Program is a web-based self-help course for people who experience depression. It is based in Australia but is available for free to anyone 
 Moodjuice is a UK initiative that offers self-help workbooks, including one for depression 
 There are many books and workbooks available to help people who experience depression. Talk to your mental health care team for recommendations. You can find many from your local bookstore or special bookstores specializing in mental health like Odin Books in Vancouver (you can also order online). Within British Columbia, you may also borrow books for free from the Family Support and Resource Centre at BC Children?€?s and Women?€?s Hospitals. They have many self-help and reference materials on depression for women and their partners, for parents, and for children and youth."
,How to find self-help materilas for depression?,
,Help myself for depression,
,How to find help for myself when depression,
,Steps of depression self-help ,
